question_id,paper_id,question,gold_answer,predicted_answer,retrieved_chunk_ids,retrieved_section_names,f1,idk,proxy_faithfulness,experiment,condition
4bc2784be43d599000cb71d31928908250d4cef3,2002.01664,What is the GhostVLAD approach?,extension of the NetVLAD adds Ghost clusters along with the NetVLAD clusters,"GhostVLAD is an extension of the NetVLAD approach, which adds ghost clusters along with the NetVLAD clusters to map noisy or irrelevant content into ghost clusters and are not included during the feature aggregation stage.","['2002.01664_2_0', '2002.01664_3_0', '2002.01664_6_0']","['POOLING STRATEGIES ::: NetVLAD pooling', 'POOLING STRATEGIES ::: GhostVLAD pooling', 'EXPERIMENTS']",0.0,False,1.0,exp4_chunksize,1024
90159e143487505ddc026f879ecd864b7f4f479e,1909.06522,How much of the ASR grapheme set is shared between languages?,Little overlap except common basic Latin alphabet and that Hindi and Marathi languages use same script.,,"['1909.06522_10_0', '1909.06522_0_0', '1909.06522_13_0']","['Experiments ::: Data', 'Introduction', 'Experiments ::: Results with data augmentation']",0.0,False,0.0,exp4_chunksize,1024
8a0a51382d186e8d92bf7e78277a1d48958758da,1908.11546,How better is gCAS approach compared to other approaches?,"For entity  F1 in the movie, taxi and restaurant domain it results in scores of 50.86, 64, and 60.35. For success, it results it outperforms in the movie and restaurant domain with scores of 77.95 and 71.52","gCAS outperforms all other methods on Entity F$_1$ in all three domains, and also outperforms all other models in terms of Success F$_1$ in the movie and restaurant domain.","['1908.11546_6_0', '1908.11546_2_0', '1908.11546_0_0']","['Experiments ::: Result and Error Analysis', 'Methodology ::: gCAS Cell', 'Introduction']",0.0,False,1.0,exp4_chunksize,1024
cc850bc8245a7ae790e1f59014371d4f35cd46d7,1703.10344,How do they determine the exact section to use the input article?,They use a multi-class classifier to determine the section it should be cited,,"['1703.10344_6_0', '1703.10344_6_1', '1703.10344_5_0']","['Article–Section Placement', 'Article–Section Placement', 'Article–Entity Placement']",0.0,False,0.0,exp4_chunksize,1024
45f7c03a686b68179cadb1413c5f3c1d373328bd,2004.01862,What is the CORD-19 dataset?,"which contains over 45,000 scholarly articles, including over 33,000 with full text, about COVID-19, SARS-CoV-2, and related coronaviruses","The COVID-19 Open Research Dataset (CORD-19), which contains over 45,000 scholarly articles, including over 33,000 with full text, about COVID-19, SARS-CoV-2, and related coronaviruses.","['2004.01862_0_0', '2004.01862_3_0', '2004.01862_1_0']","['Introduction', 'Methods ::: Extracting Sentences Containing Radiological Findings', 'Dataset']",0.0,False,0.9565,exp4_chunksize,1024
c77359fb9d3ef96965a9af0396b101f82a0a9de6,1909.00105,How did they obtain the interactions?,from Food.com,,"['1909.00105_2_0', '1909.00105_3_0', '1909.00105_4_0']","['Approach', 'Recipe Dataset: Food.com', 'Experiments and Results']",0.0,False,0.0,exp4_chunksize,1024
54830abe73fef4e629a36866ceeeca10214bd2c8,1909.09551,How they utilize LDA and Gibbs sampling to evaluate ISWC and WWW publications?,"the LDA approaches to recommendation systems and given the importance of research, we have studied recent impressive articles on this subject and presented a taxonomy of recommendation systems based on LDA of the recent research we evaluated ISWC and WWW conferences articles from DBLP website and used the Gibbs sampling algorithm as an evaluation parameter",I don't know.,"['1909.09551_4_0', '1909.09551_5_0', '1909.09551_9_0']","['Topic model based on recommendation systems: Recent research ::: Topic model based on scientific paper recommendation', 'Topic model based on recommendation systems: Recent research ::: Topic model based on music and video recommendation', 'Topic model based on recommendation systems: Recent research ::: Topic model based on app recommendation']",0.5,True,0.0,exp4_chunksize,1024
7aa8375cdf4690fc3b9b1799b0f5a9ec1c1736ed,1809.08731,Is ROUGE their only baseline?,"No, other baseline metrics they use besides ROUGE-L are n-gram overlap, negative cross-entropy, perplexity, and BLEU.","No, they have multiple baselines: ROUGE-L BIBREF1, combinations of linguistic units and scoring measures (LR2, LR3, R, F), negative LM cross-entropy (NCE), and perplexity (PPL).","['1809.08731_15_0', '1809.08731_11_0', '1809.08731_9_0']","['Experimental Setup', 'Results and Discussion', 'Baseline Metrics']",0.07692307692307693,False,0.5417,exp4_chunksize,1024
55139fcfe04ce90aad407e2e5a0067a45f31e07e,1806.04511,how did the authors translate the reviews to other languages?,Using Google translation API.,,"['1806.04511_6_0', '1806.04511_5_0', '1806.04511_0_0']","['Discussion', 'Experimental Results', 'Introduction']",0.0,False,0.0,exp4_chunksize,1024
4d28c99750095763c81bcd5544491a0ba51d9070,1909.04002,What kind of celebrities do they obtain tweets from?,"Amitabh Bachchan, Ariana Grande, Barack Obama, Bill Gates, Donald Trump,
Ellen DeGeneres, J K Rowling, Jimmy Fallon, Justin Bieber, Kevin Durant, Kim Kardashian, Lady Gaga, LeBron James,Narendra Modi, Oprah Winfrey",15 Twitter celebrities from various domains.,"['1909.04002_0_0', '1909.04002_3_0', '1909.04002_11_0']","['Introduction', 'Problem Formulation ::: Data', 'Approaches to authorship verification ::: Approach 4: Document embeddings']",0.0,False,0.8333,exp4_chunksize,1024
a130aa735de3b65c71f27018f20d3c068bafb826,1910.04887,How big is data provided by this research?,16k images and 740k corresponding region descriptions,"The data provided by this research includes:

- 16k images and 740k region descriptions from the Visual Genome dataset.
- 9k images and 54k referring expressions from the ReferIt dataset.
- 1.73M samples for the instance selection model.
- 300K samples for validation and testing.","['1910.04887_4_0', '1910.04887_5_0', '1910.04887_1_0']","['Methods ::: Data and Training Details', 'Results', 'Methods']",0.0,False,0.8125,exp4_chunksize,1024
33f72c8da22dd7d1378d004cbd8d2dcd814a5291,1804.11297,What is the metric that is measures in this paper?,error rate in a minimal pair ABX discrimination task,The metric measured in this paper is the within-talker ABX error rate and the across-speaker ABX error rate.,"['1804.11297_3_0', '1804.11297_7_0', '1804.11297_5_0']","['ABnet', 'Applications to fully unsupervised setting', 'Evaluation with ABX tasks']",0.0,False,0.7143,exp4_chunksize,1024
e829f008d62312357e0354a9ed3b0827c91c9401,2001.05493,Which psycholinguistic and basic linguistic features are used?,"Emotion Sensor Feature, Part of Speech, Punctuation, Sentiment Analysis, Empath, TF-IDF Emoticon features",,"['2001.05493_0_0', '2001.05493_0_1', '2001.05493_1_0']","['Introduction', 'Introduction', 'Related work']",0.0,False,0.0,exp4_chunksize,1024
8486e06c03f82ebd48c7cfbaffaa76e8b899eea5,2004.02083,How was annotation done?, hand-curated collection of complete inflection tables for 198 lemmata,I don't know.,"['2004.02083_0_0', '2004.02083_7_0', '2004.02083_4_0']","['Introduction', 'Baseline Results ::: Lemmatization', 'The Resource']",0.5,True,0.0,exp4_chunksize,1024
7aab78e90ba1336950a2b0534cc0cb214b96b4fd,1804.06506,How are the auxiliary signals from the morphology table incorporated in the decoder?,an additional morphology table including target-side affixes. We inject the decoder with morphological properties of the target language.,"The auxiliary signals from the morphology table are incorporated in the decoder through an attention module that retrieves useful affixes from the morphology table and concatenates them to the last layer, providing the decoder with explicit morphological information.","['1804.06506_5_0', '1804.06506_8_1', '1804.06506_4_0']","['Combining the Extended Output Layer and the Embedded Morphology Table', 'Experimental Results', 'The Auxiliary Output Channel']",0.0,False,0.8276,exp4_chunksize,1024
521a7042b6308e721a7c8046be5084bc5e8ca246,1810.13024,What is a confusion network or lattice?,"graph-like structures where arcs connect nodes representing multiple hypothesized words, thus allowing multiple incoming arcs unlike 1-best sequences",,"['1810.13024_2_0', '1810.13024_2_1', '1810.13024_0_0']","['Confusion Network and Lattice Extensions', 'Confusion Network and Lattice Extensions', 'Introduction']",0.0,False,0.0,exp4_chunksize,1024
b6ffa18d49e188c454188669987b0a4807ca3018,1906.11180,What is the reasoning method that is used?,SPARQL,Reasoning is used with the help of external KBs to detect and repair wrong and missing entity classifications.,"['1906.11180_4_0', '1906.11180_2_0', '1906.11180_1_0']","['Sampling and Training', 'Technical Framework', 'Problem Statement']",0.0,False,0.8235,exp4_chunksize,1024
5bb3c27606c59d73fd6944ba7382096de4fa58d8,1912.13337,Do they focus on Reading Comprehension or multiple choice question answering?,MULTIPLE CHOICE QUESTION ANSWERING,,"['1912.13337_0_0', '1912.13337_16_0', '1912.13337_2_0']","['Introduction', 'Results and Findings ::: Are our Probes Sufficiently Challenging?', 'Dataset Probes and Construction']",0.0,False,0.0,exp4_chunksize,1024
ee9b95d773e060dced08705db8d79a0a6ef353da,1909.00183,How are content clusters used to improve the prediction of incident severity?,they are used as additional features in a supervised classification task,Content clusters derived from the unsupervised method are used to improve the classification results significantly in predicting the degree of harm directly from text embeddings. An a posteriori manual labelling by three clinicians agrees with our predictions based purely on text almost as much as with the original hand-coded labels.,"['1909.00183_15_0', '1909.00183_0_0', '1909.00183_11_0']","['Discussion', 'Introduction', 'Application to the clustering of hospital incident text reports ::: Markov Stability extracts content clusters at different levels of granularity']",0.0392156862745098,False,0.9535,exp4_chunksize,1024
729694a9fe1e05d329b7a4078a596fe606bc5a95,1904.10503,What results do they achieve using their proposed approach?,"F-1 score on the OntoNotes is 88%, and it is 53% on Wiki (gold).",,"['1904.10503_0_0', '1904.10503_2_0', '1904.10503_5_0']","['Introduction', 'Evaluation Metrics', 'Entity Linking using Wikidata']",0.0,False,0.0,exp4_chunksize,1024
182c7919329bc5678cf0c79687a66c0f7782577e,1707.07922,How does the model recognize entities and their relation to answers at inference time when answers are not accessible?,gating function Dynamic Memory,I don't know.,"['1707.07922_0_0', '1707.07922_5_0', '1707.07922_3_0']","['Introduction', 'Analysis', 'Proposed Model']",0.5,True,0.0,exp4_chunksize,1024
9f5507a8c835c4671020d7d310fff2930d44e75a,1805.04570,What languages are explored?,"Danish/Swedish (da/sv), Russian/Bulgarian (ru/bg), Finnish/Hungarian (fi/hu), Spanish/Portuguese (es/pt)","The languages explored are not explicitly listed in the provided context. However, it is mentioned that the Universal Dependencies Treebank has tags according to this schema in 60 languages.","['1805.04570_0_0', '1805.04570_14_0', '1805.04570_16_0']","['Introduction', 'Main Results', 'Related Work']",0.0,False,0.7692,exp4_chunksize,1024
26c290584c97e22b25035f5458625944db181552,1909.06937,What is the size of their dataset?,"10,001 utterances",,"['1909.06937_1_0', '1909.06937_7_0', '1909.06937_0_0']","['Background', 'CM-Net ::: CM-block ::: Local Calculation', 'Introduction']",0.0,False,0.0,exp4_chunksize,1024
869aaf397c9b4da7ab52d6dd0961887ae08da9ae,1909.09270,Which languages are evaluated?,"Bengali English, German, Spanish, Dutch Amharic Arabic Hindi Somali ","Dutch, Arabic, Hindi, and Bengali.","['1909.09270_21_0', '1909.09270_5_0', '1909.09270_18_0']","['Bengali Case Study ::: Non-speaker Annotations', 'Constrained Binary Learning ::: NER with CBL ::: Constraints and Stopping Condition', 'Experiments ::: Analysis']",0.0,False,0.6,exp4_chunksize,1024
cf15c4652e23829d8fb4cf2a25e64408c18734c1,1811.11365,Why is this work different from text-only UNMT?,"the image can play the role of a pivot “language"" to bridge the two languages without paralleled corpus","This work is different from text-only UNMT because it uses images as additional information in the training process, guiding the model to converge to a better local optimal point, and thus improving the translation performance even when images are not available during inference.","['1811.11365_12_0', '1811.11365_3_0', '1811.11365_10_0']","['Analysis', 'Neural Machine Translation', 'Implementation Details and Baseline Models']",0.04545454545454545,False,0.8205,exp4_chunksize,1024
a81941f933907e4eb848f8aa896c78c1157bff20,1711.03438,"Can the model add new relations to the knowledge graph, or just new entities?",The model does not add new relations to the knowledge graph.,,"['1711.03438_0_0', '1711.03438_0_1', '1711.03438_12_0']","['Introduction', 'Introduction', 'Discussion']",0.0,False,0.0,exp4_chunksize,1024
2a6003a74d051d0ebbe62e8883533a5f5e55078b,1702.03342,which neural embedding model works better?,the CRX model,"The CRC model works better than the other models, including ESA, WE & WE, and WE, as it achieves the best F1 scores on both fine-grained and coarse-grained classification tasks.","['1702.03342_1_0', '1702.03342_3_0', '1702.03342_8_0']","['Related Work', 'Concept Raw Context Model (CRC)', 'Dataless Classification']",0.0,False,0.8462,exp4_chunksize,1024
c348a8c06e20d5dee07443e962b763073f490079,1706.04815,What two components are included in their proposed framework?,evidence extraction and answer synthesis,,"['1706.04815_11_0', '1706.04815_10_0', '1706.04815_0_0']","['Discussion', 'Result', 'Introduction']",0.0,False,0.0,exp4_chunksize,1024
fd8e23947095fe2230ffe1a478945829b09c8c95,1811.00147,How are meaningful chains in the graph selected?,utilize the machinery of language modeling using deep neural networks to learn Dolores embeddings.,I don't know.,"['1811.00147_9_0', '1811.00147_8_0', '1811.00147_5_0']","['Error Analysis', 'Evaluation Tasks', 'Dolores: Learner']",0.5,True,0.0,exp4_chunksize,1024
2e6b7afaf14871ed6db674782b93709910020b06,1712.00609,How much better performing is the proposed method over the baselines?,"original models were better in some tasks (CR, MPQA, MRPC) utilizing self-attentive sentence representation further improves performances in 5 out of 8 tasks",I don't know. The provided context does not mention the performance comparison between the proposed method and the baselines.,"['1712.00609_1_0', '1712.00609_0_0', '1712.00609_5_0']","['Related Work', 'Introduction', 'Visual Grounding with Self-Attention']",0.1,True,0.375,exp4_chunksize,1024
b974523a6cbd3cdc1fa924243ccc9711bbc7070d,1810.10797,How often are the newspaper websites crawled daily?,RSS feeds in French on a daily basis,I don't know.,"['1810.10797_0_0', '1810.10797_2_0', '1810.10797_3_0']","['Introduction: New Words, NLP and the Logoscope', 'New Words are Collected in Three Stages', 'Stage 1: Detection of Unknown Words']",0.5,True,0.0,exp4_chunksize,1024
6b4de7fef3a543215f16042ce6a29186bf84fea4,1911.02821,What pre-trained models did they compare to?,"BERT, ERNIE, and BERT-wwm",,"['1911.02821_2_0', '1911.02821_5_0', '1911.02821_2_1']","['Methodology ::: Word-aligned Attention', 'Experiments ::: Experiment Results', 'Methodology ::: Word-aligned Attention']",0.0,False,0.0,exp4_chunksize,1024
5f2bade0881c719ab026bc2e2962e2ada96cdb25,1907.04433,Do they experiment with the toolkits?,yes,I don't know.,"['1907.04433_0_0', '1907.04433_4_0', '1907.04433_5_0']","['Introduction', 'Leveraging the MXNet Ecosystem', 'Requirement, Availability, and Community']",0.0,True,0.0,exp4_chunksize,1024
1d9b953a324fe0cfbe8e59dcff7a44a2f93c568d,2002.00876,Does API provide ability to connect to models written in some other deep learning framework?,yes,I don't know.,"['2002.00876_0_0', '2002.00876_2_0', '2002.00876_3_0']","['Introduction', 'Motivating Case Study', 'Library Design']",0.0,True,0.0,exp4_chunksize,1024
479fc9e6d6d80e69f425d9e82e618e6b7cd12764,1806.04535,What are the categories of code-mixed puns?,intra-sequential and intra-word,,"['1806.04535_1_0', '1806.04535_0_0', '1806.04535_4_0']","['Puns', 'Introduction', 'Classification']",0.0,False,0.0,exp4_chunksize,1024
cdf1bf4b202576c39e063921f6b63dc9e4d6b1ff,1703.02507,What metric is used to measure performance?,"Accuracy and F1 score for supervised tasks, Pearson's and Spearman's correlation for unsupervised tasks",Pearson's correlation score and Spearman's correlation score are used to measure performance in unsupervised similarity evaluation.,"['1703.02507_13_0', '1703.02507_11_0', '1703.02507_10_0']","['L1 regularization of models', 'Results and Discussion', 'Evaluation Tasks']",0.0,False,0.9286,exp4_chunksize,1024
cc5d3903913fa2e841f900372ec74b0efd5e0c71,1909.08167,Which sentiment analysis tasks are addressed?,12 binary-class classification and multi-class classification of reviews based on rating,,"['1909.08167_0_0', '1909.08167_10_0', '1909.08167_2_0']","['Introduction', 'Experiment ::: Dataset and Task Design ::: Binary-Class.', 'Preliminary and Related Work ::: Domain Invariant Representation Learning']",0.0,False,0.0,exp4_chunksize,1024
af7a9b56596f90c84f962098f7e836309161badf,2004.01894,How big is vSTS training data?,1338 pairs for training,I don't know.,"['2004.01894_8_0', '2004.01894_2_0', '2004.01894_17_0']","['Evaluation of Representation Models', 'The Visual STS Dataset', 'Conclusions and Future Work']",0.5,True,0.0,exp4_chunksize,1024
0ec56e15005a627d0b478a67fd627a9d85c3920e,1806.03125,What can word subspace represent?,"Word vectors, usually in the context of others within the same class","A compact, scalable, and meaningful representation of a set of words.","['1806.03125_11_0', '1806.03125_4_0', '1806.03125_6_0']","['Conclusions and Future Work', 'Word subspace', 'TF weighted word subspace']",0.16666666666666669,False,0.8889,exp4_chunksize,1024
d7d41a1b8bbb1baece89b28962d23ee4457b9c3a,1805.12070,What languages are explored in the work?,Mandarin English,Mandarin and English.,"['1805.12070_0_0', '1805.12070_5_0', '1805.12070_4_0']","['Introduction', 'Experimental Setup', 'Model Description']",0.0,False,0.6667,exp4_chunksize,1024
96a4091f681872e6d98d0efee777d9e820cb8dae,1910.12574,What biases does their model capture?,Data annotation biases where tweet containing disrespectful words are annotated as hate or offensive without any presumption about the social context of tweeters,,"['1910.12574_8_0', '1910.12574_3_0', '1910.12574_7_0']","['Experiments and Results ::: Error Analysis', 'Methodology ::: Fine-Tuning Strategies', 'Experiments and Results ::: Implementation and Results Analysis']",0.0,False,0.0,exp4_chunksize,1024
1405824a6845082eae0458c94c4affd7456ad0f7,1811.11136,Was the introduced LSTM+CNN model trained on annotated data in a supervised fashion?,yes,Yes.,"['1811.11136_3_0', '1811.11136_1_0', '1811.11136_2_0']","['Related Work', 'Our Proposed Methodology', 'Datasets and Experimental Results']",0.0,False,0.0,exp4_chunksize,1024
3c16d4cf5dc23223980d9c0f924cb9e4e6943f13,1908.06725,How do they select answer candidates for their QA task?,AMS method.,,"['1908.06725_9_0', '1908.06725_0_0', '1908.06725_11_0']","['Winograd Schema Challenge', 'Introduction', 'Pre-training Strategy']",0.0,False,0.0,exp4_chunksize,1024
76405b76b930a5bbe895e9e96ce4a3cff1b0b1a1,2002.05104,What components are identified as core components for training VQA models?,pre-trained text representations transformer-based encoders together with GRU models attention mechanisms are paramount for learning top performing networks Top-Down is the preferred attention method,"The core components identified for training VQA models are:

1. Image and question encoders
2. Multimodal fusion module (responsible for merging image and query features)","['2002.05104_11_0', '2002.05104_8_0', '2002.05104_2_0']","['Experimental Analysis ::: Attention Mechanism ::: Top-Down Attention', 'Experimental Analysis ::: Image Encoder', 'Impact of VQA Components']",0.0,False,0.5909,exp4_chunksize,1024
5c4a2a3d6e02bcbeae784e439441524535916e85,1805.07513,Do they compare with the MAML algorithm?,no,I don't know.,"['1805.07513_2_2', '1805.07513_9_0', '1805.07513_2_0']","['Robust Task Clustering by Matrix Completion', 'Analysis', 'Robust Task Clustering by Matrix Completion']",0.0,True,0.0,exp4_chunksize,1024
ca4b66ffa4581f9491442dcec78ca556253c8146,1905.08949,Do they survey visual question generation work?,yes,,"['1905.08949_16_0', '1905.08949_0_0', '1905.08949_17_0']","['Wider Input Modalities', 'Introduction', 'Generation of Deep Questions']",0.0,False,0.0,exp4_chunksize,1024
be7f52c4f2bad20e728785a357c383853d885d94,1904.01608,What is the size of ACL-ARC datasets?,"includes 1,941 citation instances from 186 papers",I don't know.,"['1904.01608_14_0', '1904.01608_8_0', '1904.01608_10_0']","['Acknowledgments', 'Implementation', 'Results']",0.5,True,0.0,exp4_chunksize,1024
9e391c8325b48f6119ca4f3d428b1b2b037f5c13,1909.05017,Why did they choose WER as evaluation metric?,WER can reflect our model's effectiveness in generating questions that are similar to those of SQuAD WER can be used for initial analyses,,"['1909.05017_4_0', '1909.05017_4_1', '1909.05017_3_0']","['Results and Discussion', 'Results and Discussion', 'Experimental Methods ::: Pre-processing.']",0.0,False,0.0,exp4_chunksize,1024
a8e4522ce2ce7336e731286654d6ad0931927a4e,1910.02754,What is result of their Principal Component Analysis?,existing visual features aren't sufficient enough to expect benefits from the visual modality in NMT,"Most of the energy of the visual feature space resides in a low-dimensional subspace, indicating that a few directions disproportionately explain the variance.","['1910.02754_8_0', '1910.02754_0_0', '1910.02754_5_0']","['Results and Analysis ::: Discussion ::: PCA of Visual Features', 'Introduction', 'Results and Analysis']",0.08333333333333333,False,0.8947,exp4_chunksize,1024
7eb3852677e9d1fb25327ba014d2ed292184210c,2002.11268,How is the training data collected?,"from YouTube videos, with associated transcripts obtained from semi-supervised caption filtering from a Voice Search service",I don't know.,"['2002.11268_12_0', '2002.11268_10_0', '2002.11268_13_0']","['Fine-tuning a YouTube-trained RNN-T using limited Voice Search audio data', 'Cross-domain evaluation: YouTube-trained RNN-T @!START@$\\rightarrow $@!END@ Voice Search ::: RNN-T and RNN-LM model settings', 'Discussion']",0.5,True,0.0,exp4_chunksize,1024
f01aa192d97fa3cc36b6e316355dc5da0e9b97dc,1609.00081,What are the baselines model?,(i) Uniform (ii) SVR+W (iii) SVR+O (iv) C4.5SSL (v) GLM,,"['1609.00081_7_0', '1609.00081_5_1', '1609.00081_5_0']","['Experimental Results', 'Features for Learning Model', 'Features for Learning Model']",0.0,False,0.0,exp4_chunksize,1024
010e3793eb1342225857d3f95e147d8f8467192a,2001.02943,What are the sizes of both datasets?,"The Dutch section consists of 2,333,816 sentences and 53,487,257 words. The SONAR500 corpus consists of more than 500 million words obtained from different domains.","The Europarl dataset contains 103,871 sentences, and the SoNaR dataset contains 1,269,091 sentences.","['2001.02943_10_0', '2001.02943_3_0', '2001.02943_4_0']","['Discussion', 'Preprocessing', 'Binary Classification Model ::: Model Architecture']",0.0,False,0.9,exp4_chunksize,1024
1c68d18b4b65c4d75dc199d2043079490f6310f8,1912.09152,What are the two PharmaCoNER subtasks?,Entity identification with offset mapping and concept indexing,"Subtask 1: entities must be identified with offsets and mapped to a predefined set of four classes (PROTEINAS, NORMALIZABLES, NO_NORMALIZABLES, and UNCLEAR).

Subtask 2: a list of all snomed ct ids (sctid) for entities occurring in the text must be given, which has been called concept indexing.","['1912.09152_6_0', '1912.09152_2_0', '1912.09152_12_0']","['Results', 'Resource building ::: SNOMED CT', 'Discussion ::: Incorrect sctids']",0.04166666666666667,False,0.875,exp4_chunksize,1024
372fbf2d120ca7a101f70d226057f9639bf1f9f2,1802.05574,What is the role of crowd-sourcing?,"Crowd workers were asked to mark whether a triple was correct, namely, did the triple reflect the consequence of the sentence.",,"['1802.05574_4_0', '1802.05574_11_0', '1802.05574_5_0']","['Annotation Process', 'Conclusion', 'Judgement Data and Inter-Annotator Agreement']",0.0,False,0.0,exp4_chunksize,1024
c8b9b962e4d40c50150b2f8873a4004f25398464,1909.09268,What are the three limitations?,"High scores to semantically opposite translations/summaries, Low scores to semantically related translations/summaries and High scores to unintelligible translations/summaries.",I don't know.,"['1909.09268_1_0', '1909.09268_8_0', '1909.09268_10_0']","['Related Work ::: BLEU, ROUGE and n-gram matching approaches', 'Challenges with BLEU and ROUGE ::: Experiments ::: Experiments with carefully crafted sentences', 'Towards a robust data-driven approach ::: Metric Scorecard']",0.5,True,0.3333,exp4_chunksize,1024
5e41516a27c587aa2f80dba8cf4c3f616174099b,1908.05763,How does their perturbation algorihm work?,same sentences after applying character level perturbations,"I don't know. The provided context does not mention the perturbation algorithm used. However, it does mention that the hamming distances between the projections of the perturbed versions of the same words are significantly smaller than the average distance of the word projections measured in the collision study, indicating that the words are well separated in the projection space.","['1908.05763_7_0', '1908.05763_0_0', '1908.05763_2_0']","['Perturbation Study ::: Discussion', 'Introduction', 'Collision Study']",0.03333333333333333,True,0.7,exp4_chunksize,1024
e8e6986365f899dead0768ecf7b1eca8a2699f2f,1907.11062,Is there any ethical consideration in the research?,no,,"['1907.11062_13_0', '1907.11062_12_0', '1907.11062_6_0']","['Conclusion and future directions', 'Attention visualization', 'Dataset']",0.0,False,0.0,exp4_chunksize,1024
1e185a3b8cac1da939427b55bf1ba7e768c5dae4,1910.07601,What classification baselines are used for comparison?,VAE,The VAE baseline and the CJFS settings.,"['1910.07601_11_0', '1910.07601_8_0', '1910.07601_9_0']","['Results and Discussion', 'Experimental Framework ::: Baselines', 'Experimental Framework ::: Evaluation Tasks']",0.0,False,0.8333,exp4_chunksize,1024
a616a3f0d244368ec588f04dfbc37d77fda01b4c,2003.04866,What are the 12 languages covered?,"Chinese Mandarin, Welsh, English, Estonian, Finnish, French, Hebrew, Polish, Russian, Spanish, Kiswahili, Yue Chinese",,"['2003.04866_6_0', '2003.04866_17_1', '2003.04866_14_1']","['Multi-SimLex: Translation and Annotation', 'Cross-Lingual Evaluation ::: Results and Discussion', 'Monolingual Evaluation of Representation Learning Models ::: Results and Discussion']",0.0,False,0.0,exp4_chunksize,1024
e37c32fce68759b2272adc1e44ea91c1a7c47059,1909.08306,What dierse domains and languages are present in new datasets?,movies  restaurants English  Korean,Movies and restaurants are the different domains present in the new datasets. English and Korean are the different languages present in the new datasets.,"['1909.08306_2_0', '1909.08306_1_0', '1909.08306_7_0']","['Cross Length Transfer ::: Benchmark Datasets', 'Cross Length Transfer', 'Our Models ::: LeTraNets: Length Transfer Networks']",0.0,False,0.6429,exp4_chunksize,1024
a9337636b52de375c852682a2561af2c1db5ec63,1801.02073,Do they employ their indexing-based method to create a sample of a QA Wikipedia dataset?,yes,I don't know.,"['1801.02073_3_0', '1801.02073_1_0', '1801.02073_0_0']","['Answer Retrieval', 'Intrinsic Analysis', 'Introduction']",0.0,True,0.0,exp4_chunksize,1024
decb07f9be715de024236e50dc7011a132363480,1610.01030,What exactly is new about this stochastic gradient descent algorithm?,"CNN model can be trained in a purely online setting. We first initialize the model parameters $\theta _0$ (line 1), which can be a trained model from other disaster events or it can be initialized randomly to start from scratch.

As a new batch of labeled tweets $B_t= \lbrace \mathbf {s}_1 \ldots \mathbf {s}_n \rbrace $ arrives, we first compute the log-loss (cross entropy) in Equation 11 for $B_t$ with respect to the current parameters $\theta _t$ (line 2a). Then, we use backpropagation to compute the gradients $f^{\prime }(\theta _{t})$ of the loss with respect to the current parameters (line 2b). Finally, we update the parameters with the learning rate $\eta _t$ and the mean of the gradients (line 2c). We take the mean of the gradients to deal with minibatches of different sizes. Notice that we take only the current minibatch into account to get an updated model. ",,"['1610.01030_3_0', '1610.01030_2_1', '1610.01030_2_0']","['Online Learning', 'Convolutional Neural Network', 'Convolutional Neural Network']",0.0,False,0.0,exp4_chunksize,1024
69a7a6675c59a4c5fb70006523b9fe0f01ca415c,1811.01399,Which knowledge graph completion tasks do they experiment with?,link prediction  triplet classification,They conduct extensive comparisons with conventional aggregators on two KG completions tasks.,"['1811.01399_0_0', '1811.01399_2_0', '1811.01399_3_0']","['Introduction', 'Inductive Embedding Models', 'Notations']",0.0,False,1.0,exp4_chunksize,1024
dd155f01f6f4a14f9d25afc97504aefdc6d29c13,1811.00942,What aspects have been compared between various language models?,"Quality measures using perplexity and recall, and performance measured using latency and energy usage.",,"['1811.00942_5_0', '1811.00942_0_0', '1811.00942_1_0']","['Results and Discussion', 'Introduction', 'Background and Related Work']",0.0,False,0.0,exp4_chunksize,1024
2870fbce43a3cf6daf982f720137c008b30c60dc,1908.08593,What handcrafter features-of-interest are used?,nouns verbs pronouns subjects objects negation words special BERT tokens,I don't know.,"['1908.08593_15_0', '1908.08593_2_0', '1908.08593_6_0']","['Experiments ::: Disabling self-attention heads ::: Results', 'Methodology', 'Experiments ::: Relation-specific heads in BERT']",0.5,True,0.0,exp4_chunksize,1024
6d0f2cce46bc962c6527f7b4a77721799f2455c6,1608.02195,Do changes in policies of the political actors account for all of the mistakes the model made?,yes,"No. The text states that the mistakes the model made can be associated with changes in the policy of a party, but it does not say that changes in policies account for all of the mistakes.","['1608.02195_10_0', '1608.02195_15_0', '1608.02195_3_0']","['Predicting political party affiliation', 'Conclusions, Limitations and Outlook', 'Data']",0.0,False,0.7143,exp4_chunksize,1024
16f33de90b76975a99572e0684632d5aedbd957c,1907.11907,Which dataset do they use?,"a reference corpus of 21,093 tokens and their correct lemmas",,"['1907.11907_5_0', '1907.11907_4_0', '1907.11907_1_0']","['Evaluation', 'System Description', 'Related work']",0.0,False,0.0,exp4_chunksize,1024
