question_id,paper_id,question,gold_answer,predicted_answer,retrieved_chunk_ids,retrieved_section_names,f1,idk,proxy_faithfulness,experiment,condition,exact_match,retrieved_chunk_ids_parsed,gold_evidence_flat,ecs
b5a2b03cfc5a64ad4542773d38372fffc6d3eac7,1906.09774,How are EAC evaluated?,"Qualitatively through efficiency, effectiveness and satisfaction aspects and quantitatively through metrics such as precision, recall, accuracy, BLEU score and even human judgement.",,"['1906.09774_5_0', '1906.09774_2_0', '1906.09774_6_0']","['Qualitative Assessment', 'Building Emotionally-Aware Chatbot (EAC)', 'Quantitative Assessment']",0.0,False,0.0,exp4_chunksize,1024,,"['1906.09774_5_0', '1906.09774_2_0', '1906.09774_6_0']","[""Based on our investigation of several previous studies, we found that most of the works utilized ISO 9241 to assess chatbots' quality by focusing on the usability aspect. This aspect can be grouped into three focuses, including efficiency, effectiveness, and satisfaction, concerning systems' performance to achieve the specified goals. Here we will explain every focus based on several categories and quality attributes."", ""We characterize the evaluation of Emotionally-Aware Chatbot into two different parts, qualitative and quantitative assessment. Qualitative assessment will focus on assessing the functionality of the software, while quantitative more focus on measure the chatbots' performance with a number."", ""This evaluation involves human judgement to measure the chatbots' performance, based on several criteria. BIBREF15 used three annotators to rate chatbots' response in two criteria, content (scale 0,1,2) and emotion (scale 0,1). Content is focused on measuring whether the response is natural acceptable and could plausible produced by a human. This metric measurement is already adopted and recommended by researchers and conversation challenging tasks, as proposed in BIBREF38 . Meanwhile, emotion is defined as whether the emotion expression contained in the response agrees with the given gold emotion category. Similarly, BIBREF28 used four annotators to score the response based on consistency, logic and emotion. Consistency measures the fluency and grammatical aspect of the response. Logic measures the degree whether the post and response logically match. Emotion measures the response, whether it contains the appropriate emotion. All of these aspects were measured by three scales 0, 1, and 2. Meanwhile, BIBREF39 proposed naturalness and emotion impact as criteria to evaluate the chatbots' response. Naturalness evaluates whether the response is intelligible, logically follows the context of the conversation, and acceptable as a human response, while emotion impact measures whether the response elicits a positive emotional or triggers an emotionally-positive dialogue, since their study focus only on positive emotion. Another study by BIBREF14 uses crowdsourcing to gather human judgement based on three aspects of performance including empathy/sympathy - did the responses show understanding of the feelings of the person talking about their experience?; relevance - did the responses seem appropriate to the conversation? Were they on-topic?; and fluency - could you understand the responses? Did the language seem accurate?. All of these aspects recorded with three different response, i.e., (1: not at all, 3: somewhat, 5: very much) from around 100 different annotators. After getting all of the human judgement with different criteria, some of these studies used a t-test to get the statistical significance BIBREF28 , BIBREF39 , while some other used inter-annotator agreement measurement such as Fleiss Kappa BIBREF15 , BIBREF14 . Based on these evaluations, they can compare their system performance with baseline or any other state of the art systems."", 'In automatic evaluation, some studies focus on evaluating the system at emotion level BIBREF15 , BIBREF28 . Therefore, some common metrics such as precision, recall, and accuracy are used to measure system performance, compared to the gold label. This evaluation is similar to emotion classification tasks such as previous SemEval 2018 BIBREF32 and SemEval 2019 . Other studies also proposed to use perplexity to evaluate the model at the content level (to determine whether the content is relevant and grammatical) BIBREF14 , BIBREF39 , BIBREF28 . This evaluation metric is widely used to evaluate dialogue-based systems which rely on probabilistic approach BIBREF61 . Another work by BIBREF14 used BLEU to evaluate the machine response and compare against the gold response (the actual response), although using BLEU to measure conversation generation task is not recommended by BIBREF62 due to its low correlation with human judgment.']",1.0
3f5f74c39a560b5d916496e05641783c58af2c5d,2004.04696,How are the synthetic examples generated?,"Random perturbation of Wikipedia sentences using mask-filling with BERT, backtranslation and randomly drop out",Random perturbations of Wikipedia sentences augmented with a diverse set of lexical and semantic-level supervision signals.,"['2004.04696_0_0', '2004.04696_13_0', '2004.04696_29_0']","['Introduction', 'Pre-Training on Synthetic Data ::: Modeling', 'Related Work']",0.1176470588235294,False,1.0,exp4_chunksize,1024,,"['2004.04696_0_0', '2004.04696_13_0', '2004.04696_29_0']","['One way to expose Bleurt to a wide variety of sentence differences is to use existing sentence pairs datasets BIBREF22, BIBREF23, BIBREF24. These sets are a rich source of related sentences, but they may fail to capture the errors and alterations that NLG systems produce (e.g., omissions, repetitions, nonsensical substitutions). We opted for an automatic approach instead, that can be scaled arbitrarily and at little cost: we generate synthetic sentence pairs $(, \\tilde{})$ by randomly perturbing 1.8 million segments $$ from Wikipedia. We use three techniques: mask-filling with BERT, backtranslation, and randomly dropping out words. We obtain about 6.5 million perturbations $\\tilde{}$. Let us describe those techniques.']",0.0
2c8d5e3941a6cc5697b242e64222f5d97dba453c,1909.0256,How much dramatically results drop for models on generated adversarial examples?,BERT on Quora drops from 94.6% to 24.1%,The overall accuracy of BERT on Quora drops from 94.6% to 24.1%.,"['1909.02560_13_0', '1909.02560_3_0', '1909.02560_15_0']","['Experiments ::: Main Results', 'Related Work ::: Adversarial Example Generation', 'Experiments ::: Adversarial Training']",0.0,False,0.9167,exp4_chunksize,1024,,"['1909.02560_13_0', '1909.02560_3_0', '1909.02560_15_0']","['After adversarial modifications, the performance of the original target models (those without the “-adv” suffix) drops dramatically (e.g. the overall accuracy of BERT on Quora drops from 94.6% to 24.1%), revealing that the target models are vulnerable to our adversarial examples. Particularly, even though our generation is constrained by a BERT language model, BERT is still vulnerable to our adversarial examples. These results demonstrate the effectiveness of our algorithm for generating adversarial examples and also revealing the corresponding robustness issues. Moreover, we present some generated adversarial examples in the appendix.']",1.0
70e9210fe64f8d71334e5107732d764332a81cb1,1812.06864,what is the state of the art on WSJ?,HMM-based system,"The current state-of-the-art on WSJ is an HMM-based system which uses a combination of convolutional, recurrent and fully connected layers, as well as speaker adaptation, and reaches 1.9 WER on nov92.","['1812.06864_6_0', '1812.06864_7_0', '1812.06864_2_0']","['Experiments', 'Word Error Rate results', 'Convolutional Front end']",0.0625,False,0.9643,exp4_chunksize,1024,,"['1812.06864_6_0', '1812.06864_7_0', '1812.06864_2_0']","['Table TABREF11 shows Word Error Rates (WER) on WSJ for the current state-of-the-art and our models. The current best model trained on this dataset is an HMM-based system which uses a combination of convolutional, recurrent and fully connected layers, as well as speaker adaptation, and reaches INLINEFORM0 WER on nov92. DeepSpeech 2 shows a WER of INLINEFORM1 but uses 150 times more training data for the acoustic model and huge text datasets for LM training. Finally, the state-of-the-art among end-to-end systems trained only on WSJ, and hence the most comparable to our system, uses lattice-free MMI on augmented data (with speed perturbation) and gets INLINEFORM2 WER. Our baseline system, trained on mel-filterbanks, and decoded with a n-gram language model has a INLINEFORM3 WER. Replacing the n-gram LM by a convolutional one reduces the WER to INLINEFORM4 , and puts our model on par with the current best end-to-end system. Replacing the speech features by a learnable frontend finally reduces the WER to INLINEFORM5 and then to INLINEFORM6 when doubling the number of learnable filters, improving over DeepSpeech 2 and matching the performance of the best HMM-DNN system.', 'FLOAT SELECTED: Table 1: WER (%) on the open vocabulary task of WSJ.']",1.0
f697d00a82750b14376fe20a5a2b249e98bebe9b,1908.01294,Which deep learning architecture do they use for sentence segmentation?,Bi-LSTM-CRF,,"['1908.01294_0_0', '1908.01294_3_0', '1908.01294_15_0']","['Introduction', 'English punctuation restoration', 'Conclusions']",0.0,False,0.0,exp4_chunksize,1024,,"['1908.01294_0_0', '1908.01294_3_0', '1908.01294_15_0']","['Several deep learning approaches have been applied in various tasks of natural language processing (NLP), including the long short-term memory BIBREF10 , self-attention BIBREF11 , and other models. Huang Z. et al. BIBREF12 proposed a deep learning sequence tagging model called Bi-LSTM-CRF, which integrates a conditional random field (CRF) module to gain the benefit of both deep learning and traditional machine learning approaches. In their experiments, the Bi-LSTM-CRF model achieved an improved level of accuracy in many NLP sequence tagging tasks, such as named entity recognition, POS tagging and chunking.', 'The CRF module achieved the best result on the Thai sentence segmentation task BIBREF8 ; therefore, we adopt the Bi-LSTM-CRF model as our baseline. This paper makes the following three contributions to improve Bi-LSTM-CRF for sentence segmentation.']",1.0
3ebdc15480250f130cf8f5ab82b0595e4d870e2f,1908.10275,How many genres did they collect from?,77 genres,77 genres.,"['1908.10275_1_0', '1908.10275_2_0', '1908.10275_0_0']","['Brief introduction to popular music', 'Data Description', 'Motivation, Background and Related Work']",0.0,False,0.5,exp4_chunksize,1024,,"['1908.10275_1_0', '1908.10275_2_0', '1908.10275_0_0']","['From the description of music genres provided above emerges that there is a limited number of super-genres and derivation lines BIBREF19, BIBREF20, as shown in figure FIGREF1.', 'From a computational perspective, genres are classes and, although can be treated by machine learning algorithms, they do not include information about the relations between them. In order to formalize the relations between genres for computing purposes, we define a continuous genre scale from the most experimental and introverted super-genre to the most euphoric and inclusive one. We selected from Wikipedia the 77 genres that we mentioned in bold in the previous paragraph and asked to two independent raters to read the Wikipedia pages of the genres, listen to samples or artists of the genres (if they did not know already) and then annotate the following dimensions:']",1.0
983c2fe7bdbf471bb8b15db858fd2cbec86b96a5,1911.05343,Do they compare against state of the art text generation?,yes,,"['1911.05343_6_0', '1911.05343_0_0', '1911.05343_2_0']","['Experimental Results', 'Introduction', 'Methodology ::: Variational Autoendoder with Holistic Regularisation']",0.0,False,0.0,exp4_chunksize,1024,,"['1911.05343_6_0', '1911.05343_0_0', '1911.05343_2_0']","['We compare our HR-VAE model with three strong baselines using VAE for text modelling:', 'vMF-VAE: A variational autoencoder model using LSTM for both encoder and decoder where the prior distribution is the von Mises-Fisher (vMF) distribution rather than a Gaussian distribution BIBREF5.', 'VAE-LSTM-base: A variational autoencoder model which uses LSTM for both encoder and decoder. KL annealing is used to tackled the latent variable collapse issue BIBREF0;', 'VAE-CNN: A variational autoencoder model with a LSTM encoder and a dilated CNN decoder BIBREF7;']",1.0
12eba1598dca14db64dbc8b73484639363a4618e,1909.00338,Which features do they use to model Twitter messages?,"word unigrams, bigrams, and trigrams","They use different combinations of features to train a classifier, but the specific features are not mentioned in the provided context.","['1909.00338_0_0', '1909.00338_2_0', '1909.00338_0_1']","['Background', 'Implementation ::: Data collection', 'Background']",0.0909090909090909,False,0.7368,exp4_chunksize,1024,,"['1909.00338_0_0', '1909.00338_2_0', '1909.00338_0_1']","['To properly distinguish word tokens and punctuation we tokenized the tweets by means of Ucto, a rule-based tokenizer with good performance on the Dutch language, and with a configuration specific for Twitter. Tokens were lowercased in order to focus on the content. Punctuation was maintained, as well as emoji and emoticons. Such markers could be predictive in the context of a discussion such as vaccination. To account for sequences of words and characters that might carry useful information, we extracted word unigrams, bigrams, and trigrams as features. Features were coded binary, i.e. set to 1 if a feature is seen in a message and set to 0 otherwise. During training, all features apart from the top 15,000 most frequent ones were removed.']",0.0
d13efa7dee280c7c2f6dc451c4fbbf0240fc2efa,1810.07091,Do they differentiate insights where they are dealing with learned or engineered representations?,yes,"Yes, they differentiate insights where they are dealing with learned or engineered representations.","['1810.07091_11_0', '1810.07091_9_0', '1810.07091_0_0']","['Classifiers', 'Hand-crafted Features', 'Introduction']",0.0,False,0.5,exp4_chunksize,1024,,"['1810.07091_11_0', '1810.07091_9_0', '1810.07091_0_0']","['We extracted two features that use a learned representation: Firstly, we get a sentence embedding feature that is built by averaging the word embeddings of an input sentence. Secondly, we extract a fastText representation using the fastText library with the same parameters as reported in Joulin et al. joulin2016bag.', ""We extract 5 Surface and Lexical features, namely sequence length in number of tokens, average word length, type-token ratio, and lexical to tokens ratio (ratio of adjectives, verbs, nouns, and adverbs to tokens). Bag of INLINEFORM0 -grams features are extracted on the word and POS level. We use frequency cut-offs of INLINEFORM1 for INLINEFORM2 -grams from 1 to 5 respectively for the smaller datasets and ten times higher for the Yahoo! and Amazon datasets. For POS INLINEFORM3 -grams we use cut-offs 10 for unigrams and 20 for bigrams and higher. For the Yahoo! and Amazon datasets we use cut-offs of INLINEFORM4 . The INLINEFORM5 -grams features are then also extracted using the hashing trick with the same cut-offs to reduce the final feature vector size when combined with other features. scikit-learn's BIBREF14 FeatureHasher is used with output vectors sizes of INLINEFORM6 INLINEFORM7 INLINEFORM8 for ngrams from INLINEFORM9 respectively and INLINEFORM10 INLINEFORM11 INLINEFORM12 are used for POS ngrams. We extract lexical and POS level Language model features based on external language models, namely sentence log probabilities, perplexities, and surprisal in units of bits. Building the language model and extracting the features is done by providing the path to the compiled binaries for kenlm BIBREF15 . Finally we extract N-gram Frequency Quantile Distribution features with the same cut-offs as in the bag of ngrams features, with 4 quantiles and an OOV quantile. NLTK BIBREF16 is used for tokenization and POS tagging.""]",0.5
9176d2ba1c638cdec334971c4c7f1bb959495a8e,1809.0053,What are the source and target domains?,"Book, electronics, beauty, music, IMDB, Yelp, cell phone, baby, DVDs, kitchen",,"['1809.00530_0_0', '1809.00530_6_0', '1809.00530_2_0']","['Introduction', 'Datasets and Experimental Settings', 'Notations and Model Overview']",0.0,False,0.0,exp4_chunksize,1024,,"['1809.00530_0_0', '1809.00530_6_0', '1809.00530_2_0']","['In all our experiments on the small-scale datasets, we use set 1 of the source domain as the only source with sentiment label information during training, and we evaluate the trained model on set 1 of the target domain. Since we cannot control the label distribution of unlabeled data during training, we consider two different settings:', 'Small-scale datasets: Our new dataset was derived from the large-scale Amazon datasets released by McAuley et al. ( BIBREF24 ). It contains four domains: Book (BK), Electronics (E), Beauty (BT), and Music (M). Each domain contains two datasets. Set 1 contains 6000 instances with exactly balanced class labels, and set 2 contains 6000 instances that are randomly sampled from the large dataset, preserving the original label distribution, which we believe better reflects the label distribution in real life. The examples in these two sets do not overlap. Detailed statistics of the generated datasets are given in Table TABREF9 .', 'FLOAT SELECTED: Table 1: Summary of datasets.', 'Most previous works BIBREF0 , BIBREF1 , BIBREF6 , BIBREF7 , BIBREF29 carried out experiments on the Amazon benchmark released by Blitzer et al. ( BIBREF0 ). The dataset contains 4 different domains: Book (B), DVDs (D), Electronics (E), and Kitchen (K). Following their experimental settings, we consider the binary classification task to predict whether a review is positive or negative on the target domain. Each domain consists of 1000 positive and 1000 negative reviews respectively. We also allow 4000 unlabeled reviews to be used for both the source and the target domains, of which the positive and negative reviews are balanced as well, following the settings in previous works. We construct 12 cross-domain sentiment classification tasks and split the labeled data in each domain into a training set of 1600 reviews and a test set of 400 reviews. The classifier is trained on the training set of the source domain and is evaluated on the test set of the target domain. The comparison results are shown in Table TABREF37 .']",0.75
30db81df46474363d5749d7f6a94b7ef95cd3e01,1811.05085,What domains do they experiment with?,"Twitter, Yelp reviews and movie reviews","Twitter, Yelp reviews, and movie reviews.","['1811.05085_12_0', '1811.05085_0_0', '1811.05085_7_0']","['Results and analysis', 'Introduction', 'Target domains']",0.0,False,0.8333,exp4_chunksize,1024,,"['1811.05085_12_0', '1811.05085_0_0', '1811.05085_7_0']","['With unsupervised domain adaptation, one has access to labeled sentence specificity in one source domain, and unlabeled sentences in all target domains. The goal is to predict the specificity of target domain data. Our source domain is news, the only domain with publicly available labeled data for training BIBREF1 . We crowdsource sentence specificity for evaluation for three target domains: Twitter, Yelp reviews and movie reviews. The data is described in Section SECREF4 .']",1.0
ef396a34436072cb3c40b0c9bc9179fee4a168ae,1705.04153,What tasks do they experiment with?,text classification and text semantic matching,"Text classification, semantic matching, and relationship classification.","['1705.04153_13_0', '1705.04153_8_0', '1705.04153_9_0']","['Discussion and Qualitative Analysis', 'Text Classification', 'Text Semantic Matching']",0.0,False,1.0,exp4_chunksize,1024,,"['1705.04153_13_0', '1705.04153_8_0', '1705.04153_9_0']","[""We evaluate our models on two typical tasks: text classification and text semantic matching. The results show that our models are more expressive due to their learning to learn nature, yet without increasing the number of model's parameters. Moreover, we find certain composition operations can be learned implicitly by meta TreeNN, such as the composition of noun phrases and verb phrases.""]",0.0
5d5a571ff04a5fdd656ca87f6525a60e917d6558,1801.0903,Do they impose any grammatical constraints over the generated output?,no,,"['1801.09030_4_0', '1801.09030_5_0', '1801.09030_12_0']","['Basic Encoder-Decoder Model', 'Coverage Mechanism', 'Case Study']",0.0,False,0.0,exp4_chunksize,1024,,"['1801.09030_4_0', '1801.09030_5_0', '1801.09030_12_0']","['In the TCM prescription generation task, the textual symptom descriptions can be seen as the question and the aim of the task is to produce a set of TCM herbs that form a prescription as the answer to the question. However, the set of herbs is different from the textual answers to a question in the QA task. A difference that is most evident is that there will not be any duplication of herbs in the prescription. However, the basic seq2seq model sometimes produces the same herb tokens repeatedly when applied to the TCM prescription generation task. This phenomenon can hurt the performance of recall rate even after applying a post-process to eliminate repetitions. Because in a limited length of the prescription , the model would produce the same token over and over again, rather than real and novel ones. Furthermore, the basic seq2seq assumes a strict order between generated tokens, but in reality, we should not severely punish the model when it predicts the correct tokens in the wrong order. In this paper, we explore to automatically generate TCM prescriptions based on textual symptoms. We propose a soft seq2seq model with coverage mechanism and a novel soft loss function. The coverage mechanism is designed to make the model aware of the herbs that have already been generated while the soft loss function is to relieve the side effect of strict order assumption. In the experiment results, our proposed model beats all the baselines in professional evaluations, and we observe a large increase in both the recall rate and the F1 score compared with the basic seq2seq model.']",0.0
526ae24fa861d52536b66bcc2d2ddfce483511d6,2002.06675,How big are improvements with multilingual ASR training vs single language training?,relative WER improvement of 10%.,A relative WER improvement of 10% was achieved with multilingual training in the speaker-open setting.,"['2002.06675_20_0', '2002.06675_19_0', '2002.06675_0_0']","['Experimental Evaluation ::: Results', 'Experimental Evaluation ::: Experimental Setting', 'Introduction']",0.125,False,0.9333,exp4_chunksize,1024,,"['2002.06675_20_0', '2002.06675_19_0', '2002.06675_0_0']","[""The results of multilingual training in which the modeling unit is syllables are presented in Table 5. All error rates are the weighted averages of all evaluated speakers. Here, `+ both' represents the result of training with both JNAS and WSJ corpora. The multilingual training is effective in the speaker-open setting, providing a relative WER improvement of 10%. The JNAS corpus was more helpful than the WSJ corpus because of the similarities between Ainu and Japanese language.""]",1.0
859e0bed084f47796417656d7a68849eb9cb324f,1806.09103,how are rare words defined?,low-frequency words,Low-frequency words (rare words) are defined as the least frequent words below a certain frequency filter ratio.,"['1806.09103_3_0', '1806.09103_0_0', '1806.09103_11_0']","['Subword-augmented Word Embedding', 'Introduction', 'Augmented Word Embedding']",0.0,False,0.8125,exp4_chunksize,1024,,"['1806.09103_3_0', '1806.09103_0_0', '1806.09103_11_0']","['In our experiments, the short list is determined according to the word frequency. Concretely, we sort the vocabulary according to the word frequency from high to low. A frequency filter ratio INLINEFORM0 is set to filter out the low-frequency words (rare words) from the lookup table. For example, INLINEFORM1 =0.9 means the least frequent 10% words are replaced with the default UNK notation.']",1.0
d8627ba08b7342e473b8a2b560baa8cdbae3c7fd,1908.05828,Do the authors train a Naive Bayes classifier on their dataset?,no,I don't know.,"['1908.05828_1_0', '1908.05828_0_0', '1908.05828_10_0']","['Related Work', 'Introduction', 'Experiments']",0.0,True,0.0,exp4_chunksize,1024,,"['1908.05828_1_0', '1908.05828_0_0', '1908.05828_10_0']",[],0.0
39492338e27cb90bf1763e4337c2f697cf5082ba,1704.06125,How many CNNs and LSTMs were ensembled?,10 CNNs and 10 LSTMs,,"['1704.06125_2_0', '1704.06125_1_0', '1704.06125_9_0']","['LSTM', 'CNN', 'Results']",0.0,False,0.0,exp4_chunksize,1024,,"['1704.06125_2_0', '1704.06125_1_0', '1704.06125_9_0']","['To reduce variance and boost accuracy, we ensemble 10 CNNs and 10 LSTMs together through soft voting. The models ensembled have different random weight initializations, different number of epochs (from 4 to 20 in total), different set of filter sizes (either INLINEFORM0 , INLINEFORM1 or INLINEFORM2 ) and different embedding pre-training algorithms (either Word2vec or FastText).']",0.0
327e06e2ce09cf4c6cc521101d0aecfc745b1738,2001.11381,What evaluation metrics did they look at?,accuracy with standard deviation,"Gramaticalidad: ortografía, conjugaciones correctas, concordancia en género y número. 
Coherencia: legibilidad, percepción de una idea general. 
Contexto: relación de la frase con respecto al query.","['2001.11381_11_0', '2001.11381_5_0', '2001.11381_4_0']","['Experimentos y resultados ::: Resultados', 'Modelos propuestos ::: Modelo generativo estocástico usando cadenas de Markov', 'Modelos propuestos']",0.0769230769230769,False,1.0,exp4_chunksize,1024,,"['2001.11381_11_0', '2001.11381_5_0', '2001.11381_4_0']","['Los resultados de la evaluación se presentan en la Tabla TABREF42, en la forma de promedios normalizados entre [0,1] y de su desviación estándar $\\sigma $.']",1.0
ffa7f91d6406da11ddf415ef094aaf28f3c3872d,1906.01081,By how much more does PARENT correlate with human judgements in comparison to other text generation metrics?,Best proposed metric has average correlation with human judgement of 0.913 and 0.846 compared to best compared metrics result of 0.758 and 0.829 on WikiBio and WebNLG challenge.,"PARENT is significantly better than other metrics in terms of correlation to human judgments, with some instances showing a correlation that is 0 or more above the baseline metric.","['1906.01081_10_0', '1906.01081_11_0', '1906.01081_8_0']","['WebNLG Dataset', 'Related Work', 'Correlation Comparison']",0.0666666666666666,False,0.8889,exp4_chunksize,1024,,"['1906.01081_10_0', '1906.01081_11_0', '1906.01081_8_0']","['We use bootstrap sampling (500 iterations) over the 1100 tables for which we collected human annotations to get an idea of how the correlation of each metric varies with the underlying data. In each iteration, we sample with replacement, tables along with their references and all the generated texts for that table. Then we compute aggregated human evaluation and metric scores for each of the models and compute the correlation between the two. We report the average correlation across all bootstrap samples for each metric in Table TABREF37 . The distribution of correlations for the best performing metrics are shown in Figure FIGREF38 .', 'FLOAT SELECTED: Table 2: Correlation of metrics with human judgments on WikiBio. A superscript of C/W indicates that the correlation is significantly lower than that of PARENTC/W using a bootstrap confidence test for α = 0.1.', 'The human ratings were collected on 3 distinct aspects – grammaticality, fluency and semantics, where semantics corresponds to the degree to which a generated text agrees with the meaning of the underlying RDF triples. We report the correlation of several metrics with these ratings in Table TABREF48 . Both variants of PARENT are either competitive or better than the other metrics in terms of the average correlation to all three aspects. This shows that PARENT is applicable for high quality references as well.', 'FLOAT SELECTED: Table 4: Average pearson correlation across 500 bootstrap samples of each metric to human ratings for each aspect of the generations from the WebNLG challenge.']",1.0
54415efa91566d5d7135fa23bce3840d41a6389e,1704.02686,What dimensions of word embeddings do they produce using factorization?,300-dimensional vectors,100-300 dimensions.,"['1704.02686_0_0', '1704.02686_6_0', '1704.02686_12_0']","['Introduction', 'Word Embedding Proposals', 'Multiplicative Compositionality']",0.0,False,0.5,exp4_chunksize,1024,,"['1704.02686_0_0', '1704.02686_6_0', '1704.02686_12_0']","['As is common in the literature BIBREF4 , BIBREF8 , we use 300-dimensional vectors for our embeddings and all word vectors are normalized to unit length prior to evaluation.']",1.0
ec62c4cdbeaafc875c695f2d4415bce285015763,1910.03771,What state-of-the-art general-purpose pretrained models are made available under the unified API?,BERT RoBERTa DistilBERT GPT GPT2 Transformer-XL XLNet XLM,,"['1910.03771_8_0', '1910.03771_15_0', '1910.03771_13_0']","['Library design ::: Core components', 'Related work', 'Experimenting with Transformers ::: Ecosystem']",0.0,False,0.0,exp4_chunksize,1024,,"['1910.03771_8_0', '1910.03771_15_0', '1910.03771_13_0']","['XLM (BIBREF8) shows the effectiveness of pretrained representations for cross-lingual language modeling (both on monolingual data and parallel data) and cross-lingual language understanding.', 'Transformer-XL (BIBREF35) introduces architectural modifications enabling Transformers to learn dependency beyond a fixed length without disrupting temporal coherence via segment-level recurrence and relative positional encoding schemes.', 'RoBERTa (BIBREF5) is a replication study of BERT which showed that carefully tuning hyper-parameters and training data size lead to significantly improved results on language understanding.', 'Here is a list of architectures for which reference implementations and pretrained weights are currently provided in Transformers. These models fall into two main categories: generative models (GPT, GPT-2, Transformer-XL, XLNet, XLM) and models for language understanding (Bert, DistilBert, RoBERTa, XLM).', 'DistilBERT (BIBREF32) is a smaller, faster, cheaper and lighter version BERT pretrained with knowledge distillation.', 'GPT (BIBREF34) and GPT2 (BIBREF9) are two large auto-regressive language models pretrained with language modeling. GPT2 showcased zero-shot task transfer capabilities on various tasks such as machine translation or reading comprehension.', ""XLNet (BIBREF4) builds upon Transformer-XL and proposes an auto-regressive pretraining scheme combining BERT's bi-directional context flow with auto-regressive language modeling by maximizing the expected likelihood over permutations of the word sequence."", 'We systematically release the model with the corresponding pretraining heads (language modeling, next sentence prediction for BERT) for adaptation using the pretraining objectives. Some models fine-tuned on downstream tasks such as SQuAD1.1 are also available. Overall, more than 30 pretrained weights are provided through the library including more than 10 models pretrained in languages other than English. Some of these non-English pretrained models are multi-lingual models (with two of them being trained on more than 100 languages) .', 'BERT (BIBREF13) is a bi-directional Transformer-based encoder pretrained with a linear combination of masked language modeling and next sentence prediction objectives.']",0.1111
3ee721c3531bf1b9a1356a40205d088c9a7a44fc,1909.05855,How did they gather the data?,"simulation-based dialogue generation, where the user and system roles are simulated to generate a complete conversation flow, which can then be converted to natural language using crowd workers ","They gathered the data by sampling a set of entities from Freebase and obtaining the values for slots defined in the schema from the appropriate attribute in Freebase. Some slots, like event dates/times and available ticket counts, were synthetically sampled.","['1909.05855_3_0', '1909.05855_4_0', '1909.05855_1_0']","['The Schema-Guided Dialogue Dataset ::: Services and APIs', 'The Schema-Guided Dialogue Dataset ::: Dialogue Simulator Framework', 'Related Work']",0.048780487804878,False,0.8824,exp4_chunksize,1024,,"['1909.05855_3_0', '1909.05855_4_0', '1909.05855_1_0']","['Machine-machine Interaction A related line of work explores simulation-based dialogue generation, where the user and system roles are simulated to generate a complete conversation flow, which can then be converted to natural language using crowd workers BIBREF1. Such a framework may be cost-effective and error-resistant since the underlying crowd worker task is simpler, and semantic annotations are obtained automatically.', 'It is often argued that simulation-based data collection does not yield natural dialogues or sufficient coverage, when compared to other approaches such as Wizard-of-Oz. We argue that simulation-based collection is a better alternative for collecting datasets like this owing to the factors below.']",0.5
39a450ac15688199575798e72a2cc016ef4316b5,1712.03556,How much performance improvements they achieve on SQuAD?,Compared to baselines SAN (Table 1) shows  improvement of 1.096% on EM and 0.689% F1. Compared to other published SQuAD results (Table 2) SAN is ranked second.,"On AddSent, SAN achieves a +1.2 improvement in F1 score over the Standard 1-step answer module. On AddOneSent, SAN achieves a +0.7 improvement in F1 score over the Standard 1-step answer module.","['1712.03556_4_0', '1712.03556_3_0', '1712.03556_8_0']","['How robust are the results?', 'Results', 'Experiments results on MS MARCO']",0.0606060606060606,False,0.8333,exp4_chunksize,1024,,"['1712.03556_4_0', '1712.03556_3_0', '1712.03556_8_0']","['Finally, we compare our results with other top models in Table 2 . Note that all the results in Table 2 are taken from the published papers. We see that SAN is very competitive in both single and ensemble settings (ranked in second) despite its simplicity. Note that the best-performing model BIBREF14 used a large-scale language model as an extra contextual embedding, which gave a significant improvement (+4.3% dev F1). We expect significant improvements if we add this to SAN in future work.', 'FLOAT SELECTED: Table 1: Main results—Comparison of different answer module architectures. Note that SAN performs best in both Exact Match and F1 metrics.', 'FLOAT SELECTED: Table 2: Test performance on SQuAD. Results are sorted by Test F1.', 'The main experimental question we would like to answer is whether the stochastic dropout and averaging in the answer module is an effective technique for multi-step reasoning. To do so, we fixed all lower layers and compared different architectures for the answer module:']",1.0
4bd894c365d85e20753d9d2cb6edebb8d6f422e9,1911.05153,How authors create adversarial test set to measure model robustness?,"we devise a test set consisting of ‘adversarial’ examples, i.e, perturbed examples that can potentially change the base model's prediction.  We use two approaches described in literature: back-translation and noisy sequence autoencoder.",,"['1911.05153_14_0', '1911.05153_15_0', '1911.05153_0_0']","['Results and Discussion', 'Related Work', 'Introduction']",0.0,False,0.0,exp4_chunksize,1024,,"['1911.05153_14_0', '1911.05153_15_0', '1911.05153_0_0']","[""To evaluate model robustness, we devise a test set consisting of ‘adversarial’ examples, i.e, perturbed examples that can potentially change the base model's prediction. These could stem from paraphrasing a sentence, e.g., lexical and syntactical changes. We use two approaches described in literature: back-translation and noisy sequence autoencoder. Note that these examples resemble black-box attacks but are not intentionally designed to fool the system and hence, we use the term 'adversarial' broadly. We use these techniques to produce many paraphrases and find a subset of utterances that though very similar to the original test set, result in wrong predictions. We will measure the model robustness against such changes.""]",1.0
